human,mouse
PRAMEF25,Gm16427
PRAMEF25,AC140325.4
PRAMEF25,Oog1
PRAMEF25,AC124606.2
PRAMEF25,C87977
PRAMEF25,Gm6367
PRAMEF25,Gm6502
PRAMEF25,AC123873.3
PRAMEF25,Pramel5
PRAMEF25,Pramel1
PRAMEF25,Gm7971
PRAMEF25,Pramef8
PRAMEF25,Pramef6
PRAMEF25,AC124606.1
PRAMEF25,Gm3183
PRAMEF25,AC163611.1
PRAMEF25,Gm13103
PRAMEF25,Gm16367
PRAMEF25,AC125178.3
PRAMEF25,Gm3286
PRAMEF25,BC080695
PRAMEF25,Gm3286
PRAMEF25,Gm13057
PRAMEF25,B020004J07Rik
PRAMEF25,Gm13128
PRAMEF25,C130073F10Rik
PRAMEF25,Oog2
PRAMEF25,Gm6205
PRAMEF25,AC123873.1
PRAMEF25,Gm13023
PRAMEF25,Gm2042
PRAMEF25,Gm13084
PRAMEF25,Gm13078
PRAMEF25,Gm16513
PRAMEF25,AC165294.1
PRAMEF25,C87414
PRAMEF25,Gm6351
PRAMEF25,Gm7978
PRAMEF25,Gm13083
SHARPIN,Sharpin
GTF2IRD1,Gtf2ird1
FAXC,Faxc
PRR15L,Prr15l
EYA4,Eya4
MTBP,Mtbp
CDK5RAP3,Cdk5rap3
WDR97,Gm35339
CUL9,Cul9
PAQR9,Paqr9
SRSF1,Srsf1
GCA,Gca
SIDT2,Sidt2
ARMT1,Armt1
SNTB1,Sntb1
ITPK1,Itpk1
MRPL13,Mrpl13
ASCC2,Ascc2
U2SURP,U2surp
CHMP6,Chmp6
PIP,Pip
EBF1,Ebf1
KCNH7,Kcnh7
TAS2R39,Tas2r139
LARP1,Larp1
SND1,Snd1
TAS2R40,Tas2r144
CCDC170,Ccdc170
ADAD1,Adad1
CYB5R4,Cyb5r4
UGT2B10,Ugt2b38
UGT2B10,Ugt2b34
UGT2B10,Ugt2b5
UGT2B10,Ugt2b35
UGT2B10,Ugt2b37
UGT2B10,Ugt2b36
UGT2B10,Ugt2b1
LRRC4,Lrrc4
MED9,Med9
PCSK7,Pcsk7
SMN2,Smn1
SLC7A13,Slc7a13
POLE,Pole
RASD1,Rasd1
METTL2A,Mettl2
TUBGCP3,Tubgcp3
DCTN4,Dctn4
LEP,Lep
BTBD11,Btbd11
CHKA,Chka
GPR35,Gpr35
XCL2,Xcl1
PNPO,Pnpo
TTC23L,Ttc23l
CAPN10,Capn10
TAGLN,Tagln
TXNRD2,Txnrd2
MAT2B,Mat2b
XCL1,Xcl1
RBFOX1,Rbfox1
KLHL34,Klhl34
TCIRG1,Tcirg1
SLC15A5,Slc15a5
CNKSR2,Cnksr2
OCRL,Ocrl
BAD,Bad
MAN2A1,Man2a1
GPR137,Gpr137
PCYOX1,Pcyox1
KDM3B,Kdm3b
LRRC34,Lrrc34
LEFTY2,Lefty1
LEFTY2,Lefty2
CDCP2,Cdcp2
SSBP3,Ssbp3
OR51E2,Olfr78
UGT2A3,Ugt2a3
MRAP2,Mrap2
TMEM104,Tmem104
EVX2,Evx2
ANKFY1,Ankfy1
DPT,Dpt
DISC1,Disc1
CPED1,Cped1
CENPW,Cenpw
TFB2M,Tfb2m
FLAD1,Flad1
TLK2,Tlk2
FGD3,Fgd3
EMILIN3,Emilin3
GBX2,Gbx2
SHISA4,Shisa4
ZAN,Zan
LPIN3,Lpin3
ASB18,Asb18
MRPS18B,Mrps18b
ZKSCAN5,Zkscan5
COQ3,Coq3
PNCK,Pnck
EMSY,Emsy
PPP1R10,Ppp1r10
LRRFIP2,Lrrfip2
MRPL37,Mrpl37
CYB5D2,Cyb5d2
CYP2W1,Cyp2w1
SLC3A2,Slc3a2
TMEM139,Tmem139
LMOD1,Lmod1
PNISR,Pnisr
CCDC66,Ccdc66
SGSM1,Sgsm1
CYB5RL,Cyb5rl
HOXD13,Hoxd13
RMDN1,Rmdn1
P3H2,P3h2
APLN,Apln
GSTK1,Gstk1
MKL2,Mkl2
HOXD12,Hoxd12
SERPING1,Serping1
TMEM121,Tmem121
DOCK6,Dock6
CEP164,Cep164
NRP1,Nrp1
XPNPEP2,Xpnpep2
CACUL1,Cacul1
RBM28,Rbm28
PEMT,Pemt
NDP,Ndp
RFWD2,Rfwd2
IGHA2,Igha
IGHE,Ighe
P3H4,P3h4
HOXD11,Hoxd11
MALL,Mall
HOXD10,Hoxd10
IGHG4,Ighg1
IGHG4,Ighg3
IGHG4,Ighg2c
IGHG4,Ighg2b
FAM208A,Fam208a
IGHG2,Ighg1
IGHG2,Ighg3
IGHG2,Ighg2c
IGHG2,Ighg2b
ANGPTL8,Angptl8
COMT,Comt
WWP1,Wwp1
CNST,Cnst
BHLHB9,Bhlhb9
BACE1,Bace1
ZNF655,Zfp655
CEP162,Cep162
PRRT4,Prrt4
OR51F1,Olfr566
OR51F1,Olfr583
OR51F1,Olfr585
SLC6A8,Slc6a8
OR51G1,Olfr578
OR51T1,Olfr574
COL1A1,Col1a1
OR51G2,Olfr577
OR51A7,Olfr576
SCARA5,Scara5
OR52R1,Olfr584
OR52R1,Olfr582
OR52R1,Olfr569
ARNT2,Arnt2
HAS2,Has2
OR51S1,Olfr571
ARVCF,Arvcf
OR51H1,Olfr555
OR51H1,Olfr573-ps1
CACNA1F,Cacna1f
GRIN2C,Grin2c
SGMS1,Sgms1
HGH1,Hgh1
NME2,Nme2
OR51F2,Olfr568
DISP1,Disp1
PRR16,Prr16
TMIGD1,Tmigd1
VWA7,Vwa7
RP9,Rp9
SEC22B,Sec22b
RSPO3,Rspo3
RIF1,Rif1
DYNLL2,Dynll2
NME1-NME2,Gm20390
NME1-NME2,Nme1
DAW1,Daw1
BRDT,Brdt
PLXNB1,Plxnb1
OR4D1,Olfr464
GIF,Gif
EFHC2,Efhc2
GSTM1,Gstm3
GSTM1,Gstm2
GSTM1,Gstm4
GSTM1,Gstm6
GSTM1,Gstm1
GSTM1,Gstm7
GSTM1,Gm6665
OR4D2,Olfr462
OR4D2,Olfr463
TIMM17A,Timm17a
RAB32,Rab32
ANKLE2,Ankle2
EPX,Epx
BLZF1,Blzf1
PDLIM3,Pdlim3
MRC2,Mrc2
MGAT4C,Mgat4c
TLR5,Tlr5
RPLP0,Rplp0
REEP2,Reep2
CBFA2T3,Cbfa2t3
PGAM5,Pgam5
RNF214,Rnf214
TSNAX,Tsnax
NME7,Nme7
GSTM2,Gstm3
GSTM2,Gstm2
GSTM2,Gstm4
GSTM2,Gstm6
GSTM2,Gstm1
GSTM2,Gstm7
GSTM2,Gm6665
CHST4,Chst4
TSNAX-DISC1,Tsnax
GAS2L3,Gas2l3
MTMR3,Mtmr3
TDG,Tdg
PXMP2,Pxmp2
ITGB2,Itgb2l
ITGB2,Itgb2
NUAK2,Nuak2
SMIM3,Smim3
NANOS1,Nanos1
NFAM1,Nfam1
EIF3A,Eif3a
YPEL4,Ypel4
ATP1B1,Atp1b1
IRGM,Irgm1
IRGM,Igtp
IRGM,Irgm2
LRRC32,Lrrc32
CCDC181,Ccdc181
NEUROD4,Neurod4
CLP1,Clp1
FBXW11,Fbxw11
GSTM4,Gstm3
GSTM4,Gstm2
GSTM4,Gstm4
GSTM4,Gstm6
GSTM4,Gstm1
GSTM4,Gstm7
GSTM4,Gm6665
S100B,S100b
SPHKAP,Sphkap
TMEM252,Tmem252
RNF146,Rnf146
TMEM211,Tmem211
EPOP,Epop
ANO4,Ano4
RRP7A,Rrp7a
SNRPG,Snrpg
OR9K2,Olfr825
OR9K2,Olfr826
IMPDH1,Impdh1
LPO,Lpo
PPTC7,Pptc7
HORMAD2,Hormad2
CNGA3,Cnga3
SCCPDH,Sccpdh
EGR1,Egr1
IL2,Il2
SLC4A7,Slc4a7
MGST1,Mgst1
MROH1,Mroh1
SUSD3,Susd3
ZHX2,Zhx2
HNRNPCL2,Hnrnpc
IQCA1,Iqca
MKS1,Mks1
MOAP1,Moap1
KLHDC8A,Klhdc8a
IL21,Il21
MREG,Mreg
CARD19,Card19
LMO3,Lmo3
SOCS5,Socs5
TMEM169,Tmem169
FIGN,Fign
OGFRL1,Ogfrl1
DEFB126,Defb22
UBA3,Uba3
PRAMEF26,AC133095.2
PRAMEF26,AC140325.2
PRAMEF26,Pramef25
PRAMEF26,Gm13040
PRAMEF26,Pramef12
PRAMEF26,C87499
PRAMEF26,A430089I19Rik
PRAMEF26,Gm12800
PRAMEF26,AC133095.1
PRAMEF26,Oog4
PRAMEF26,Gm12790
PRAMEF26,AC140325.3
PRAMEF26,AC140365.1
PRAMEF26,Pramel7
PRAMEF26,Gm13089
PRAMEF26,BC061212
PRAMEF26,E330014E10Rik
PRAMEF26,Gm10436
PRAMEF26,AC123873.2
PRAMEF26,AC125178.2
PRAMEF26,AC163611.2
PRAMEF26,AC140325.1
PRAMEF26,Gm13088
PRAMEF26,Gm3259
PRAMEF26,Gm16429
PRAMEF26,Oog3
PRAMEF26,Pramel4
PRAMEF26,D5Ertd577e
PRAMEF26,Gm6509
PRAMEF26,Gm13101
PRAMEF26,Gm13043
PRAMEF26,Gm10424
PRAMEF26,Gm13102
PRAMEF26,Pramef17
PRAMEF26,AC165294.2
PRAMEF26,AC125178.1
PRAMEF26,Gm13125
PRAMEF26,Gm3147
PRAMEF26,Gm12794
PRAMEF26,Gm7942
PRAMEF26,Pramel6
PRAMEF26,Gm7982
PRAMEF26,Gm16427
PRAMEF26,AC140325.4
PRAMEF26,Oog1
PRAMEF26,AC124606.2
PRAMEF26,C87977
PRAMEF26,Gm6367
PRAMEF26,Gm6502
PRAMEF26,AC123873.3
PRAMEF26,Pramel5
PRAMEF26,Pramel1
PRAMEF26,Gm7971
PRAMEF26,Pramef8
PRAMEF26,Pramef6
PRAMEF26,AC124606.1
PRAMEF26,Gm3183
PRAMEF26,AC163611.1
PRAMEF26,Gm13103
PRAMEF26,Gm16367
PRAMEF26,AC125178.3
PRAMEF26,Gm3286
PRAMEF26,BC080695
PRAMEF26,Gm3286
PRAMEF26,Gm13057
PRAMEF26,B020004J07Rik
PRAMEF26,Gm13128
PRAMEF26,C130073F10Rik
PRAMEF26,Oog2
PRAMEF26,Gm6205
PRAMEF26,AC123873.1
PRAMEF26,Gm13023
PRAMEF26,Gm2042
PRAMEF26,Gm13084
PRAMEF26,Gm13078
PRAMEF26,Gm16513
PRAMEF26,AC165294.1
PRAMEF26,C87414
PRAMEF26,Gm6351
PRAMEF26,Gm7978
PRAMEF26,Gm13083
FAM136A,Fam136a
FAM136A,Fam136b-ps
BBS12,Bbs12
SPIDR,Spidr
PECR,Pecr
OOSP2,Oosp2
FAM8A1,Fam8a1
UBR7,Ubr7
TMEM232,Tmem232
CLDN1,Cldn1
TMEM92,Tmem92
XPO6,Xpo6
TMEM251,Tmem251
ESRRG,Esrrg
FXYD2,Fxyd2
FGF2,Fgf2
GON7,Gon7
GON7,Gm20604
GON7,Gm28051
LENEP,Lenep
EOGT,Eogt
ADGB,Adgb
NUDT6,Nudt6
HOXD4,Hoxd4
HOXD9,Hoxd9
MS4A3,Ms4a3
SLC25A46,Slc25a46
CLDN16,Cldn16
MLLT6,Mllt6
HOXD3,Hoxd3
CD44,Cd44
DERL1,Derl1
ICE2,Ice2
HNRNPCL4,Hnrnpc
HOXD8,Hoxd8
PRAMEF9,AC133095.2
PRAMEF9,AC140325.2
PRAMEF9,Pramef25
PRAMEF9,Gm13040
PRAMEF9,Pramef12
PRAMEF9,C87499
PRAMEF9,A430089I19Rik
PRAMEF9,Gm12800
PRAMEF9,AC133095.1
PRAMEF9,Oog4
PRAMEF9,Gm12790
PRAMEF9,AC140325.3
PRAMEF9,AC140365.1
PRAMEF9,Pramel7
PRAMEF9,Gm13089
PRAMEF9,BC061212
PRAMEF9,E330014E10Rik
PRAMEF9,Gm10436
PRAMEF9,AC123873.2
PRAMEF9,AC125178.2
PRAMEF9,AC163611.2
PRAMEF9,AC140325.1
PRAMEF9,Gm13088
PRAMEF9,Gm3259
PRAMEF9,Gm16429
PRAMEF9,Oog3
PRAMEF9,Pramel4
PRAMEF9,D5Ertd577e
PRAMEF9,Gm6509
PRAMEF9,Gm13101
PRAMEF9,Gm13043
PRAMEF9,Gm10424
PRAMEF9,Gm13102
PRAMEF9,Pramef17
PRAMEF9,AC165294.2
PRAMEF9,AC125178.1
PRAMEF9,Gm13125
PRAMEF9,Gm3147
PRAMEF9,Gm12794
PRAMEF9,Gm7942
PRAMEF9,Pramel6
PRAMEF9,Gm7982
PRAMEF9,Gm16427
PRAMEF9,AC140325.4
PRAMEF9,Oog1
PRAMEF9,AC124606.2
PRAMEF9,C87977
PRAMEF9,Gm6367
PRAMEF9,Gm6502
PRAMEF9,AC123873.3
PRAMEF9,Pramel5
PRAMEF9,Pramel1
PRAMEF9,Gm7971
PRAMEF9,Pramef8
PRAMEF9,Pramef6
PRAMEF9,AC124606.1
PRAMEF9,Gm3183
PRAMEF9,AC163611.1
PRAMEF9,Gm13103
PRAMEF9,Gm16367
PRAMEF9,AC125178.3
PRAMEF9,Gm3286
PRAMEF9,BC080695
PRAMEF9,Gm3286
PRAMEF9,Gm13057
PRAMEF9,B020004J07Rik
PRAMEF9,Gm13128
PRAMEF9,C130073F10Rik
PRAMEF9,Oog2
PRAMEF9,Gm6205
PRAMEF9,AC123873.1
PRAMEF9,Gm13023
PRAMEF9,Gm2042
PRAMEF9,Gm13084
PRAMEF9,Gm13078
PRAMEF9,Gm16513
PRAMEF9,AC165294.1
PRAMEF9,C87414
PRAMEF9,Gm6351
PRAMEF9,Gm7978
PRAMEF9,Gm13083
FXYD6,Fxyd6
GRB14,Grb14
PRAMEF13,AC133095.2
PRAMEF13,AC140325.2
PRAMEF13,Pramef25
PRAMEF13,Gm13040
PRAMEF13,Pramef12
PRAMEF13,C87499
PRAMEF13,A430089I19Rik
PRAMEF13,Gm12800
PRAMEF13,AC133095.1
PRAMEF13,Oog4
PRAMEF13,Gm12790
PRAMEF13,AC140325.3
PRAMEF13,AC140365.1
PRAMEF13,Pramel7
PRAMEF13,Gm13089
PRAMEF13,BC061212
PRAMEF13,E330014E10Rik
PRAMEF13,Gm10436
PRAMEF13,AC123873.2
PRAMEF13,AC125178.2
PRAMEF13,AC163611.2
PRAMEF13,AC140325.1
PRAMEF13,Gm13088
PRAMEF13,Gm3259
PRAMEF13,Gm16429
PRAMEF13,Oog3
PRAMEF13,Pramel4
PRAMEF13,D5Ertd577e
PRAMEF13,Gm6509
PRAMEF13,Gm13101
PRAMEF13,Gm13043
PRAMEF13,Gm10424
PRAMEF13,Gm13102
PRAMEF13,Pramef17
PRAMEF13,AC165294.2
PRAMEF13,AC125178.1
PRAMEF13,Gm13125
PRAMEF13,Gm3147
PRAMEF13,Gm12794
PRAMEF13,Gm7942
PRAMEF13,Pramel6
PRAMEF13,Gm7982
PRAMEF13,Gm16427
PRAMEF13,AC140325.4
PRAMEF13,Oog1
PRAMEF13,AC124606.2
PRAMEF13,C87977
PRAMEF13,Gm6367
PRAMEF13,Gm6502
PRAMEF13,AC123873.3
PRAMEF13,Pramel5
PRAMEF13,Pramel1
PRAMEF13,Gm7971
PRAMEF13,Pramef8
PRAMEF13,Pramef6
PRAMEF13,AC124606.1
PRAMEF13,Gm3183
PRAMEF13,AC163611.1
PRAMEF13,Gm13103
PRAMEF13,Gm16367
PRAMEF13,AC125178.3
PRAMEF13,Gm3286
PRAMEF13,BC080695
PRAMEF13,Gm3286
PRAMEF13,Gm13057
PRAMEF13,B020004J07Rik
PRAMEF13,Gm13128
PRAMEF13,C130073F10Rik
PRAMEF13,Oog2
PRAMEF13,Gm6205
PRAMEF13,AC123873.1
PRAMEF13,Gm13023
PRAMEF13,Gm2042
PRAMEF13,Gm13084
PRAMEF13,Gm13078
PRAMEF13,Gm16513
PRAMEF13,AC165294.1
PRAMEF13,C87414
PRAMEF13,Gm6351
PRAMEF13,Gm7978
PRAMEF13,Gm13083
OR10A7,Olfr1349
PRAMEF18,AC133095.2
PRAMEF18,AC140325.2
PRAMEF18,Pramef25
PRAMEF18,Gm13040
PRAMEF18,Pramef12
PRAMEF18,C87499
PRAMEF18,A430089I19Rik
PRAMEF18,Gm12800
PRAMEF18,AC133095.1
PRAMEF18,Oog4
PRAMEF18,Gm12790
PRAMEF18,AC140325.3
PRAMEF18,AC140365.1
PRAMEF18,Pramel7
PRAMEF18,Gm13089
PRAMEF18,BC061212
PRAMEF18,E330014E10Rik
PRAMEF18,Gm10436
PRAMEF18,AC123873.2
PRAMEF18,AC125178.2
PRAMEF18,AC163611.2
PRAMEF18,AC140325.1
PRAMEF18,Gm13088
PRAMEF18,Gm3259
PRAMEF18,Gm16429
PRAMEF18,Oog3
PRAMEF18,Pramel4
PRAMEF18,D5Ertd577e
PRAMEF18,Gm6509
PRAMEF18,Gm13101
PRAMEF18,Gm13043
PRAMEF18,Gm10424
PRAMEF18,Gm13102
PRAMEF18,Pramef17
PRAMEF18,AC165294.2
PRAMEF18,AC125178.1
PRAMEF18,Gm13125
PRAMEF18,Gm3147
PRAMEF18,Gm12794
PRAMEF18,Gm7942
PRAMEF18,Pramel6
PRAMEF18,Gm7982
PRAMEF18,Gm16427
PRAMEF18,AC140325.4
PRAMEF18,Oog1
PRAMEF18,AC124606.2
PRAMEF18,C87977
PRAMEF18,Gm6367
PRAMEF18,Gm6502
PRAMEF18,AC123873.3
PRAMEF18,Pramel5
PRAMEF18,Pramel1
PRAMEF18,Gm7971
PRAMEF18,Pramef8
PRAMEF18,Pramef6
PRAMEF18,AC124606.1
PRAMEF18,Gm3183
PRAMEF18,AC163611.1
PRAMEF18,Gm13103
PRAMEF18,Gm16367
PRAMEF18,AC125178.3
PRAMEF18,Gm3286
PRAMEF18,BC080695
PRAMEF18,Gm3286
PRAMEF18,Gm13057
PRAMEF18,B020004J07Rik
PRAMEF18,Gm13128
PRAMEF18,C130073F10Rik
PRAMEF18,Oog2
PRAMEF18,Gm6205
PRAMEF18,AC123873.1
PRAMEF18,Gm13023
PRAMEF18,Gm2042
PRAMEF18,Gm13084
PRAMEF18,Gm13078
PRAMEF18,Gm16513
PRAMEF18,AC165294.1
PRAMEF18,C87414
PRAMEF18,Gm6351
PRAMEF18,Gm7978
PRAMEF18,Gm13083
OR6C74,Olfr821
TMF1,Tmf1
SASH3,Sash3
TNNI3,Tnni3
CPD,Cpd
SUSD4,Susd4
RAB40AL,Rab40b
TERB2,Terb2
OR6C6,Olfr804
OR6C6,Olfr782
PTPRF,Ptprf
FKBP10,Fkbp10
OR6C1,Olfr786
OR6C1,Olfr802
TBC1D31,Tbc1d31
UMPS,Umps
TNNT1,Tnnt1
PSMC5,Psmc5
OSBPL9,Osbpl9
POLA2,Pola2
ZBTB7B,Zbtb7b
TBX18,Tbx18
DCST2,Dcst2
SDPR,Sdpr
TMEFF2,Tmeff2
ELF3,Elf3
DEFB128,Defb20
FXYD6-FXYD2,Fxyd2
DEFB129,Defb23
BAIAP2,Baiap2
TMEM207,Tmem207
DSCAML1,Dscaml1
NFKB2,Nfkb2
CNKSR3,Ipcef1
CNKSR3,Cnksr3
BEX1,Bex1
BEX1,Bex2
ADGRG6,Adgrg6
KIAA1671,2900026A02Rik
FTSJ3,Ftsj3
NCSTN,Ncstn
ZNF583,Zfp583
RNPEP,Rnpep
FRG2B,Frg2f1
CNOT8,Cnot8
TNFRSF10C,Tnfrsf10b
CDH12,Cdh12
LONP2,Lonp2
NEDD4L,Nedd4l
ACKR3,Ackr3
UGT2B7,Ugt2b38
UGT2B7,Ugt2b34
UGT2B7,Ugt2b5
UGT2B7,Ugt2b35
UGT2B7,Ugt2b37
UGT2B7,Ugt2b36
UGT2B7,Ugt2b1
C20orf96,6820408C15Rik
NUP153,Nup153
CRYBB3,Crybb3
STK10,Stk10
SMPX,Smpx
C12orf50,1700017N19Rik
TENM2,Tenm2
TMPRSS13,Tmprss13
VARS,Vars
SNX33,Snx33
COPA,Copa
NLRP7,Nlrp2
IMP3,Imp3
ETF1,Etf1
SIAH1,Siah1a
SIAH1,Siah1b
CRYBB2,Crybb2
CEP290,Cep290
PIK3R3,Pik3r3
PIK3R3,RP23-276M23.6
CDC42EP2,Cdc42ep2
ADORA2B,Adora2b
ZCCHC3,Zcchc3
DNPH1,Dnph1
COPS8,Cops8
INPP4A,Inpp4a
TSPAN1,Tspan1
ZDHHC5,Zdhhc5
MCFD2,Mcfd2
FDXR,Fdxr
RDH13,Rdh13
IL10RA,Il10ra
10-Mar,10-Mar
OR6C3,Olfr788
FUNDC1,Fundc1
FAXDC2,Gm12248
C2orf61,Stpg4
NXF3,Nxf3
SYT5,Syt5
C12orf29,4930430F08Rik
OR6C75,Olfr790
SOX12,Sox12
TTC7A,Ttc7
TNFRSF10D,Tnfrsf10b
NRSN2,Nrsn2
AATK,Aatk
TM9SF4,Tm9sf4
SDR9C7,Sdr9c7
NPHP1,Nphp1
PTPRH,Ptprh
CAV1,Cav1
NAP1L1,Nap1l1
SPATA5,Spata5
HVCN1,Hvcn1
TSKU,Tsku
MBTPS2,Mbtps2
NRDC,Nrd1
LEMD1,Lemd1
RPS13,Rps13
TNFRSF10A,Tnfrsf10b
YY2,Yy1
TEX40,Tex40
GP6,Gp6
KCNK4,Kcnk4
UBE2G1,Ube2g1
PIK3C2A,Pik3c2a
TMPRSS4-AS1,BC049352
SCX,Scx
BOP1,Bop1
TMPRSS4,Tmprss4
TCTN1,Tctn1
GUK1,Guk1
XYLT2,Xylt2
GPR182,Gpr182
CCDC155,Ccdc155
PIK3R2,Pik3r2
ZBTB39,Zbtb39
PRAMEF5,AC133095.2
PRAMEF5,AC140325.2
PRAMEF5,Pramef25
PRAMEF5,Gm13040
PRAMEF5,Pramef12
PRAMEF5,C87499
PRAMEF5,A430089I19Rik
PRAMEF5,Gm12800
PRAMEF5,AC133095.1
PRAMEF5,Oog4
PRAMEF5,Gm12790
PRAMEF5,AC140325.3
PRAMEF5,AC140365.1
PRAMEF5,Pramel7
PRAMEF5,Gm13089
PRAMEF5,BC061212
PRAMEF5,E330014E10Rik
PRAMEF5,Gm10436
PRAMEF5,AC123873.2
PRAMEF5,AC125178.2
PRAMEF5,AC163611.2
PRAMEF5,AC140325.1
PRAMEF5,Gm13088
PRAMEF5,Gm3259
PRAMEF5,Gm16429
PRAMEF5,Oog3
PRAMEF5,Pramel4
PRAMEF5,D5Ertd577e
PRAMEF5,Gm6509
PRAMEF5,Gm13101
PRAMEF5,Gm13043
PRAMEF5,Gm10424
PRAMEF5,Gm13102
PRAMEF5,Pramef17
PRAMEF5,AC165294.2
PRAMEF5,AC125178.1
PRAMEF5,Gm13125
PRAMEF5,Gm3147
PRAMEF5,Gm12794
PRAMEF5,Gm7942
PRAMEF5,Pramel6
PRAMEF5,Gm7982
PRAMEF5,Gm16427
PRAMEF5,AC140325.4
PRAMEF5,Oog1
PRAMEF5,AC124606.2
PRAMEF5,C87977
PRAMEF5,Gm6367
PRAMEF5,Gm6502
PRAMEF5,AC123873.3
PRAMEF5,Pramel5
PRAMEF5,Pramel1
PRAMEF5,Gm7971
PRAMEF5,Pramef8
PRAMEF5,Pramef6
PRAMEF5,AC124606.1
PRAMEF5,Gm3183
PRAMEF5,AC163611.1
PRAMEF5,Gm13103
PRAMEF5,Gm16367
PRAMEF5,AC125178.3
PRAMEF5,Gm3286
PRAMEF5,BC080695
PRAMEF5,Gm3286
PRAMEF5,Gm13057
PRAMEF5,B020004J07Rik
PRAMEF5,Gm13128
PRAMEF5,C130073F10Rik
PRAMEF5,Oog2
PRAMEF5,Gm6205
PRAMEF5,AC123873.1
PRAMEF5,Gm13023
PRAMEF5,Gm2042
PRAMEF5,Gm13084
PRAMEF5,Gm13078
PRAMEF5,Gm16513
PRAMEF5,AC165294.1
PRAMEF5,C87414
PRAMEF5,Gm6351
PRAMEF5,Gm7978
PRAMEF5,Gm13083
PPP1R12C,Ppp1r12c
GLT8D2,Glt8d2
PID1,Pid1
IFI30,Ifi30
CCDC185,Ccdc185
OR6C65,Olfr808
MS4A2,Ms4a2
PRAMEF8,AC133095.2
PRAMEF8,AC140325.2
PRAMEF8,Pramef25
PRAMEF8,Gm13040
PRAMEF8,Pramef12
PRAMEF8,C87499
PRAMEF8,A430089I19Rik
PRAMEF8,Gm12800
PRAMEF8,AC133095.1
PRAMEF8,Oog4
PRAMEF8,Gm12790
PRAMEF8,AC140325.3
PRAMEF8,AC140365.1
PRAMEF8,Pramel7
PRAMEF8,Gm13089
PRAMEF8,BC061212
PRAMEF8,E330014E10Rik
PRAMEF8,Gm10436
PRAMEF8,AC123873.2
PRAMEF8,AC125178.2
PRAMEF8,AC163611.2
PRAMEF8,AC140325.1
PRAMEF8,Gm13088
PRAMEF8,Gm3259
PRAMEF8,Gm16429
PRAMEF8,Oog3
PRAMEF8,Pramel4
PRAMEF8,D5Ertd577e
PRAMEF8,Gm6509
PRAMEF8,Gm13101
PRAMEF8,Gm13043
PRAMEF8,Gm10424
PRAMEF8,Gm13102
PRAMEF8,Pramef17
PRAMEF8,AC165294.2
PRAMEF8,AC125178.1
PRAMEF8,Gm13125
PRAMEF8,Gm3147
PRAMEF8,Gm12794
PRAMEF8,Gm7942
PRAMEF8,Pramel6
PRAMEF8,Gm7982
PRAMEF8,Gm16427
PRAMEF8,AC140325.4
PRAMEF8,Oog1
PRAMEF8,AC124606.2
PRAMEF8,C87977
PRAMEF8,Gm6367
PRAMEF8,Gm6502
PRAMEF8,AC123873.3
PRAMEF8,Pramel5
PRAMEF8,Pramel1
PRAMEF8,Gm7971
PRAMEF8,Pramef8
PRAMEF8,Pramef6
PRAMEF8,AC124606.1
PRAMEF8,Gm3183
PRAMEF8,AC163611.1
PRAMEF8,Gm13103
PRAMEF8,Gm16367
PRAMEF8,AC125178.3
PRAMEF8,Gm3286
PRAMEF8,BC080695
PRAMEF8,Gm3286
PRAMEF8,Gm13057
PRAMEF8,B020004J07Rik
PRAMEF8,Gm13128
PRAMEF8,C130073F10Rik
PRAMEF8,Oog2
PRAMEF8,Gm6205
PRAMEF8,AC123873.1
PRAMEF8,Gm13023
PRAMEF8,Gm2042
PRAMEF8,Gm13084
PRAMEF8,Gm13078
PRAMEF8,Gm16513
PRAMEF8,AC165294.1
PRAMEF8,C87414
PRAMEF8,Gm6351
PRAMEF8,Gm7978
PRAMEF8,Gm13083
OR6C76,Olfr809
OR6C76,Olfr813
CAPN12,Capn12
PRAMEF15,AC133095.2
PRAMEF15,AC140325.2
PRAMEF15,Pramef25
PRAMEF15,Gm13040
PRAMEF15,Pramef12
PRAMEF15,C87499
PRAMEF15,A430089I19Rik
PRAMEF15,Gm12800
PRAMEF15,AC133095.1
PRAMEF15,Oog4
PRAMEF15,Gm12790
PRAMEF15,AC140325.3
PRAMEF15,AC140365.1
PRAMEF15,Pramel7
PRAMEF15,Gm13089
PRAMEF15,BC061212
PRAMEF15,E330014E10Rik
PRAMEF15,Gm10436
PRAMEF15,AC123873.2
PRAMEF15,AC125178.2
PRAMEF15,AC163611.2
PRAMEF15,AC140325.1
PRAMEF15,Gm13088
PRAMEF15,Gm3259
PRAMEF15,Gm16429
PRAMEF15,Oog3
PRAMEF15,Pramel4
PRAMEF15,D5Ertd577e
PRAMEF15,Gm6509
PRAMEF15,Gm13101
PRAMEF15,Gm13043
PRAMEF15,Gm10424
PRAMEF15,Gm13102
PRAMEF15,Pramef17
PRAMEF15,AC165294.2
PRAMEF15,AC125178.1
PRAMEF15,Gm13125
PRAMEF15,Gm3147
PRAMEF15,Gm12794
PRAMEF15,Gm7942
PRAMEF15,Pramel6
PRAMEF15,Gm7982
PRAMEF15,Gm16427
PRAMEF15,AC140325.4
PRAMEF15,Oog1
PRAMEF15,AC124606.2
PRAMEF15,C87977
PRAMEF15,Gm6367
PRAMEF15,Gm6502
PRAMEF15,AC123873.3
